respuesta_id,fecha,canal,region,segmento_cliente,nps_score,satisfaccion,tiempo_resolucion_dias,comentario
924,2024-07-07,App,Sur,Nuevo,8,4,4,"El servicio estuvo bien, sin más."
925,2024-07-05,Web,Sur,Nuevo,7,4,3.4,"El servicio estuvo bien, sin más."
926,2024-07-04,App,Norte,Nuevo,7,4,1.7,"El servicio estuvo bien, sin más."
927,2024-07-06,App,Centro,Recurrente,8,5,4,Podría mejorar los tiempos de espera.
928,2024-07-07,App,Centro,Nuevo,8,4,3.1,"El servicio estuvo bien, sin más."
929,2024-07-07,App,Sur,VIP,9,4,4.2,El equipo fue muy amable y claro.
930,2024-07-09,Web,Este,Recurrente,6,3,4.2,Tuve que esperar demasiado tiempo.
931,2024-07-07,Sucursal,Oeste,Nuevo,9,5,4.1,"Muy buena atención, resolvieron rápido."
932,2024-07-04,Call Center,Centro,Nuevo,4,3,6.4,"Pésima atención, no lo recomiendo."
933,2024-07-08,App,Centro,Nuevo,9,5,3.6,Todo funcionó como esperaba.
934,2024-07-06,Sucursal,Este,Nuevo,8,4,1.3,Ni bueno ni malo.
935,2024-07-07,App,Norte,Nuevo,9,5,2.9,"Muy buena atención, resolvieron rápido."
936,2024-07-06,Web,Centro,VIP,9,4,1.3,"Excelente servicio, volvería a comprar."
937,2024-07-05,Web,Norte,Nuevo,8,4,1.7,Ni bueno ni malo.
938,2024-07-07,Sucursal,Norte,Recurrente,8,5,1.1,Podría mejorar los tiempos de espera.
939,2024-07-11,Call Center,Norte,Nuevo,4,3,5.8,"Pésima atención, no lo recomiendo."
940,2024-07-06,Call Center,Sur,Nuevo,5,3,6,"Mala comunicación, muy frustrante."
941,2024-07-08,App,Centro,Nuevo,6,3,2.5,Tuve que esperar demasiado tiempo.
942,2024-07-11,App,Este,VIP,9,5,3.5,Gran experiencia de principio a fin.
943,2024-07-12,Call Center,Centro,VIP,6,3,5.9,Tuve que esperar demasiado tiempo.
944,2024-07-10,Sucursal,Este,Nuevo,7,4,2.2,"El servicio estuvo bien, sin más."
945,2024-07-08,App,Este,Recurrente,7,4,2,"El servicio estuvo bien, sin más."
946,2024-07-08,Sucursal,Sur,Recurrente,7,4,4.6,Cumplió lo básico.
947,2024-07-10,Sucursal,Sur,VIP,9,4,3.2,"Muy buena atención, resolvieron rápido."
948,2024-07-12,Sucursal,Sur,VIP,9,5,2.7,Todo funcionó como esperaba.
949,2024-07-13,Call Center,Oeste,Recurrente,6,4,5.6,Tuve que esperar demasiado tiempo.
950,2024-07-09,Sucursal,Norte,Nuevo,7,3,4.4,Ni bueno ni malo.
951,2024-07-14,Web,Sur,VIP,8,4,4.6,Podría mejorar los tiempos de espera.
952,2024-07-11,Sucursal,Oeste,Nuevo,9,4,1.8,Todo funcionó como esperaba.
953,2024-07-09,App,Oeste,Nuevo,7,4,4.9,Ni bueno ni malo.
954,2024-07-14,App,Sur,Nuevo,7,3,2.9,Ni bueno ni malo.
955,2024-07-09,App,Norte,Recurrente,8,4,4.8,"El servicio estuvo bien, sin más."
956,2024-07-09,Web,Centro,Nuevo,8,4,3.6,Cumplió lo básico.
957,2024-07-15,Web,Sur,Recurrente,8,5,4.3,Podría mejorar los tiempos de espera.
958,2024-07-11,Call Center,Sur,VIP,6,3,5.5,No resolvieron mi problema.
959,2024-07-15,Web,Este,Recurrente,7,4,3.5,"El servicio estuvo bien, sin más."
960,2024-07-11,App,Oeste,VIP,9,5,4,Gran experiencia de principio a fin.
961,2024-07-14,Call Center,Este,Recurrente,4,3,3.9,El proceso fue confuso y lento.
962,2024-07-11,Call Center,Centro,Recurrente,6,3,5.3,"Mala comunicación, muy frustrante."
963,2024-07-12,Sucursal,Este,Recurrente,6,4,5,"Pésima atención, no lo recomiendo."
964,2024-07-11,Web,Norte,Nuevo,9,4,3.1,"Muy buena atención, resolvieron rápido."
965,2024-07-16,Web,Sur,Recurrente,8,4,3.2,"El servicio estuvo bien, sin más."
966,2024-07-16,Sucursal,Sur,Recurrente,8,4,2.2,Cumplió lo básico.
967,2024-07-13,Sucursal,Sur,Nuevo,7,4,1.1,"El servicio estuvo bien, sin más."
968,2024-07-15,Call Center,Sur,Nuevo,5,2,6.4,El proceso fue confuso y lento.
969,2024-07-17,Web,Centro,VIP,9,5,2.7,"Excelente servicio, volvería a comprar."
970,2024-07-13,Call Center,Sur,Recurrente,4,2,4.8,Tuve que esperar demasiado tiempo.
971,2024-07-12,App,Oeste,Nuevo,7,4,3.9,Cumplió lo básico.
972,2024-07-17,Web,Norte,VIP,10,5,1.4,"Excelente servicio, volvería a comprar."
973,2024-07-15,Call Center,Norte,VIP,6,3,6.3,Tuve que esperar demasiado tiempo.
974,2024-07-14,Call Center,Centro,VIP,5,3,4.6,No resolvieron mi problema.
975,2024-07-16,Call Center,Oeste,Nuevo,6,3,2.8,"Pésima atención, no lo recomiendo."
976,2024-07-16,Call Center,Oeste,Nuevo,6,4,6,No resolvieron mi problema.
977,2024-07-18,Web,Norte,Recurrente,9,5,1.6,Todo funcionó como esperaba.
978,2024-07-19,Sucursal,Sur,Nuevo,7,4,1.6,"El servicio estuvo bien, sin más."
979,2024-07-18,Web,Este,VIP,7,4,1.5,Cumplió lo básico.
980,2024-07-14,App,Oeste,VIP,9,5,2.3,"Muy buena atención, resolvieron rápido."
981,2024-07-17,Web,Oeste,VIP,7,3,1,Podría mejorar los tiempos de espera.
982,2024-07-16,Web,Sur,VIP,9,5,2.7,Gran experiencia de principio a fin.
983,2024-07-17,Call Center,Centro,VIP,4,2,5.7,No resolvieron mi problema.
984,2024-07-16,Sucursal,Oeste,Recurrente,9,5,2.7,El equipo fue muy amable y claro.
985,2024-07-15,Sucursal,Centro,VIP,10,5,3.1,Todo funcionó como esperaba.
986,2024-07-16,Web,Centro,Nuevo,6,3,2.4,Tuve que esperar demasiado tiempo.
987,2024-07-21,App,Centro,VIP,9,4,1.7,Gran experiencia de principio a fin.
988,2024-07-16,Sucursal,Norte,VIP,10,5,1.8,El equipo fue muy amable y claro.
989,2024-07-18,Call Center,Oeste,VIP,5,3,5.4,Tuve que esperar demasiado tiempo.
990,2024-07-21,Call Center,Sur,Recurrente,6,3,6.4,Tuve que esperar demasiado tiempo.
991,2024-07-21,App,Oeste,Recurrente,9,5,1.8,"Excelente servicio, volvería a comprar."
992,2024-07-20,Web,Sur,VIP,9,5,3.6,"Excelente servicio, volvería a comprar."
993,2024-07-18,Call Center,Sur,Nuevo,4,2,4.9,No resolvieron mi problema.
994,2024-07-18,Web,Norte,Nuevo,7,3,2,Ni bueno ni malo.
995,2024-07-21,App,Norte,Recurrente,9,5,4.6,"Excelente servicio, volvería a comprar."
996,2024-07-22,App,Norte,Recurrente,6,3,4.1,El proceso fue confuso y lento.
997,2024-07-23,Sucursal,Este,Nuevo,7,3,1.5,"El servicio estuvo bien, sin más."
998,2024-07-19,App,Centro,VIP,9,5,1.8,Gran experiencia de principio a fin.
999,2024-07-24,Sucursal,Norte,Recurrente,8,4,2,Podría mejorar los tiempos de espera.
1000,2024-07-21,Web,Este,VIP,7,4,3.2,Podría mejorar los tiempos de espera.
1001,2024-07-18,Call Center,Este,VIP,6,4,3.8,El proceso fue confuso y lento.
1002,2024-07-24,Call Center,Norte,VIP,5,3,5.7,El proceso fue confuso y lento.
1003,2024-07-19,Call Center,Centro,Nuevo,5,3,3.6,No resolvieron mi problema.
1004,2024-07-19,Sucursal,Oeste,VIP,9,5,5,Todo funcionó como esperaba.
1005,2024-07-19,Call Center,Norte,Nuevo,5,3,3.2,"Pésima atención, no lo recomiendo."
1006,2024-07-20,App,Norte,VIP,10,5,1.4,"Excelente servicio, volvería a comprar."
1007,2024-07-25,Sucursal,Sur,Nuevo,8,4,4.9,Cumplió lo básico.
1008,2024-07-21,Call Center,Este,Recurrente,3,2,2.9,Tuve que esperar demasiado tiempo.
1009,2024-07-24,App,Sur,Nuevo,8,4,3.8,Ni bueno ni malo.
1010,2024-07-21,App,Oeste,Nuevo,7,4,1.1,Ni bueno ni malo.
1011,2024-07-21,Web,Sur,Nuevo,7,4,20,"El servicio estuvo bien, sin más."
1012,2024-07-26,Call Center,Oeste,Nuevo,5,3,3.5,"Pésima atención, no lo recomiendo."
1013,2024-07-26,Web,Norte,VIP,7,4,2,Podría mejorar los tiempos de espera.
1014,2024-07-21,Web,Sur,VIP,7,4,1.9,Cumplió lo básico.
1015,2024-07-22,Call Center,Oeste,Recurrente,6,3,4.1,"Mala comunicación, muy frustrante."
1016,2024-07-23,Web,Oeste,VIP,9,4,1.3,Todo funcionó como esperaba.
1017,2024-07-26,Sucursal,Este,Nuevo,8,5,3,"El servicio estuvo bien, sin más."
1018,2024-07-25,Web,Norte,Recurrente,9,5,4.5,"Muy buena atención, resolvieron rápido."
1019,2024-07-22,App,Centro,Recurrente,6,3,2.9,El proceso fue confuso y lento.
1020,2024-07-26,Call Center,Sur,Nuevo,4,3,4.8,No resolvieron mi problema.
1021,2024-07-24,Call Center,Este,VIP,5,3,4.1,Tuve que esperar demasiado tiempo.
1022,2024-07-26,Sucursal,Este,VIP,8,5,1.8,Ni bueno ni malo.
1023,2024-07-26,App,Centro,Nuevo,9,5,1.9,El equipo fue muy amable y claro.
1024,2024-07-26,App,Oeste,Nuevo,7,3,3.9,Ni bueno ni malo.
1025,2024-07-27,Call Center,Sur,Nuevo,4,3,6.4,"Pésima atención, no lo recomiendo."
1026,2024-07-24,Web,Oeste,Recurrente,8,4,1.8,Ni bueno ni malo.
1027,2024-07-28,Web,Este,Nuevo,7,4,3.5,"El servicio estuvo bien, sin más."
1028,2024-07-24,Sucursal,Oeste,VIP,8,4,3.2,Ni bueno ni malo.
1029,2024-07-28,App,Este,Nuevo,8,4,1.9,"El servicio estuvo bien, sin más."
1030,2024-07-28,Web,Este,Nuevo,7,4,4.4,Cumplió lo básico.
1031,2024-07-27,Sucursal,Oeste,Nuevo,8,4,3.8,"El servicio estuvo bien, sin más."
1032,2024-07-26,App,Sur,Nuevo,9,5,1.2,"Muy buena atención, resolvieron rápido."
1033,2024-07-26,Sucursal,Oeste,Nuevo,8,5,1.5,"El servicio estuvo bien, sin más."
1034,2024-07-29,Sucursal,Centro,Nuevo,8,4,1.7,Podría mejorar los tiempos de espera.
1035,2024-07-31,Sucursal,Este,VIP,9,5,2.8,"Muy buena atención, resolvieron rápido."
1036,2024-07-25,Call Center,Oeste,Nuevo,4,3,3.3,No resolvieron mi problema.
1037,2024-07-29,Sucursal,Sur,Recurrente,7,3,3.8,Podría mejorar los tiempos de espera.
1038,2024-07-28,Call Center,Norte,Nuevo,6,3,3.2,"Pésima atención, no lo recomiendo."
1039,2024-07-26,App,Norte,Nuevo,6,3,4.4,"Mala comunicación, muy frustrante."
1040,2024-07-30,Web,Este,VIP,8,4,1.1,Cumplió lo básico.
1041,2024-07-30,Web,Oeste,Recurrente,8,5,4.8,"El servicio estuvo bien, sin más."
1042,2024-08-01,Call Center,Centro,Recurrente,5,3,5.8,"Mala comunicación, muy frustrante."
1043,2024-08-01,Call Center,Sur,Nuevo,4,2,6.2,El proceso fue confuso y lento.
1044,2024-08-02,Call Center,Sur,Nuevo,6,3,4.6,"Pésima atención, no lo recomiendo."
1045,2024-07-27,App,Centro,Recurrente,8,4,4.4,"El servicio estuvo bien, sin más."
1046,2024-08-02,Sucursal,Este,VIP,7,4,1.6,"El servicio estuvo bien, sin más."
1047,2024-07-30,Call Center,Sur,VIP,4,3,5.2,"Mala comunicación, muy frustrante."
1048,2024-08-02,App,Este,Nuevo,7,4,3.7,"El servicio estuvo bien, sin más."
1049,2024-07-30,App,Este,VIP,8,4,2.7,Podría mejorar los tiempos de espera.
1050,2024-07-31,Call Center,Este,Recurrente,4,2,3.1,Tuve que esperar demasiado tiempo.
1051,2024-08-01,Sucursal,Oeste,VIP,9,5,1.3,"Muy buena atención, resolvieron rápido."
1052,2024-07-31,App,Este,VIP,7,4,3,"El servicio estuvo bien, sin más."
1053,2024-07-31,Call Center,Centro,VIP,6,3,24,"Pésima atención, no lo recomiendo."
1054,2024-08-04,App,Norte,VIP,8,5,3,"El servicio estuvo bien, sin más."
1055,2024-08-04,Web,Centro,VIP,8,4,2.9,Ni bueno ni malo.
1056,2024-08-01,Web,Sur,VIP,8,4,1.7,"El servicio estuvo bien, sin más."
1057,2024-07-30,Call Center,Oeste,VIP,4,3,5.9,"Pésima atención, no lo recomiendo."
1058,2024-08-03,Call Center,Sur,Recurrente,4,2,5.5,El proceso fue confuso y lento.
1059,2024-07-30,Call Center,Este,VIP,6,4,3.1,No resolvieron mi problema.
1060,2024-08-04,App,Sur,Nuevo,7,3,2.1,Cumplió lo básico.
1061,2024-08-06,Sucursal,Norte,Recurrente,7,3,2.4,Ni bueno ni malo.
1062,2024-08-06,Call Center,Sur,Recurrente,6,3,5.2,"Pésima atención, no lo recomiendo."
1063,2024-08-05,App,Oeste,Nuevo,8,4,3,Podría mejorar los tiempos de espera.
1064,2024-08-06,App,Norte,VIP,9,5,1.1,"Excelente servicio, volvería a comprar."
1065,2024-08-03,Web,Sur,VIP,7,4,3.2,"El servicio estuvo bien, sin más."
1066,2024-08-07,Call Center,Oeste,Nuevo,4,3,3.6,El proceso fue confuso y lento.
1067,2024-08-02,Sucursal,Oeste,Recurrente,8,4,3,"El servicio estuvo bien, sin más."
1068,2024-08-06,Web,Sur,Recurrente,9,5,2.8,Gran experiencia de principio a fin.
1069,2024-08-06,Web,Norte,VIP,9,4,2.5,"Muy buena atención, resolvieron rápido."
1070,2024-08-04,Web,Centro,VIP,8,4,3.2,"El servicio estuvo bien, sin más."
1071,2024-08-03,Sucursal,Sur,Nuevo,9,4,1.7,"Muy buena atención, resolvieron rápido."
1072,2024-08-03,App,Sur,VIP,9,5,3.2,"Muy buena atención, resolvieron rápido."
1073,2024-08-06,Call Center,Este,Recurrente,6,4,6.1,"Pésima atención, no lo recomiendo."
1074,2024-08-07,App,Oeste,VIP,10,5,2.9,"Excelente servicio, volvería a comprar."
1075,2024-08-08,Web,Este,VIP,10,5,3.1,El equipo fue muy amable y claro.
1076,2024-08-05,App,Norte,VIP,7,4,2.2,"El servicio estuvo bien, sin más."
1077,2024-08-04,App,Este,Nuevo,8,4,1.3,"El servicio estuvo bien, sin más."
1078,2024-08-08,Web,Sur,VIP,7,4,1.2,"El servicio estuvo bien, sin más."
1079,2024-08-05,App,Este,Nuevo,8,4,3.1,Podría mejorar los tiempos de espera.
1080,2024-08-04,Call Center,Este,Recurrente,4,3,5.4,El proceso fue confuso y lento.
1081,2024-08-07,App,Sur,Nuevo,7,3,4.7,Cumplió lo básico.
1082,2024-08-07,Sucursal,Este,Nuevo,6,3,2.3,"Mala comunicación, muy frustrante."
1083,2024-08-07,Web,Norte,VIP,10,5,1.8,Todo funcionó como esperaba.
1084,2024-08-08,App,Este,VIP,10,5,4.3,"Muy buena atención, resolvieron rápido."
1085,2024-08-06,Web,Oeste,VIP,8,4,2.7,Podría mejorar los tiempos de espera.
1086,2024-08-10,Call Center,Sur,Nuevo,5,2,3.5,El proceso fue confuso y lento.
1087,2024-08-06,Call Center,Sur,Recurrente,6,4,4.7,No resolvieron mi problema.
1088,2024-08-10,App,Norte,VIP,8,5,3.3,"El servicio estuvo bien, sin más."
1089,2024-08-11,App,Centro,Nuevo,7,4,3.4,Cumplió lo básico.
1090,2024-08-10,Sucursal,Centro,Nuevo,9,5,4.4,El equipo fue muy amable y claro.
1091,2024-08-10,Web,Sur,VIP,9,5,3.3,El equipo fue muy amable y claro.
1092,2024-08-10,Call Center,Este,Nuevo,5,3,2.6,El proceso fue confuso y lento.
1093,2024-08-07,Sucursal,Oeste,Nuevo,9,5,2.8,El equipo fue muy amable y claro.
1094,2024-08-08,Web,Norte,Recurrente,9,4,1.4,Gran experiencia de principio a fin.
1095,2024-08-10,Call Center,Centro,Recurrente,6,3,3.5,No resolvieron mi problema.
1096,2024-08-07,Web,Este,Recurrente,7,4,1.4,Podría mejorar los tiempos de espera.
1097,2024-08-07,Web,Norte,VIP,7,4,4.8,"El servicio estuvo bien, sin más."
1098,2024-08-12,Web,Centro,Recurrente,8,4,1.1,Podría mejorar los tiempos de espera.
1099,2024-08-09,App,Norte,Nuevo,9,5,3.3,Gran experiencia de principio a fin.
1100,2024-08-08,Web,Norte,Recurrente,8,4,4.5,Podría mejorar los tiempos de espera.
1101,2024-08-12,Sucursal,Norte,Nuevo,9,5,1.5,El equipo fue muy amable y claro.
1102,2024-08-13,Web,Este,Recurrente,9,5,3.5,Todo funcionó como esperaba.
1103,2024-08-13,Sucursal,Norte,Nuevo,8,4,3.4,"El servicio estuvo bien, sin más."
1104,2024-08-08,Call Center,Este,Nuevo,6,4,3.7,"Mala comunicación, muy frustrante."
1105,2024-08-14,Sucursal,Centro,Nuevo,8,4,4.9,Ni bueno ni malo.
1106,2024-08-11,Sucursal,Este,VIP,9,4,4.5,"Excelente servicio, volvería a comprar."
1107,2024-08-14,Sucursal,Oeste,Nuevo,6,4,2.1,"Pésima atención, no lo recomiendo."
1108,2024-08-12,Web,Este,Recurrente,8,4,2.6,Podría mejorar los tiempos de espera.
1109,2024-08-14,App,Sur,VIP,9,4,2.9,"Excelente servicio, volvería a comprar."
1110,2024-08-14,Sucursal,Este,VIP,8,4,4.2,Cumplió lo básico.
1111,2024-08-14,Web,Centro,VIP,7,3,3.5,Cumplió lo básico.
1112,2024-08-14,Web,Sur,Recurrente,6,4,1.6,"Pésima atención, no lo recomiendo."
1113,2024-08-12,Call Center,Este,Recurrente,5,3,5.1,El proceso fue confuso y lento.
1114,2024-08-14,App,Centro,VIP,9,5,2.6,"Muy buena atención, resolvieron rápido."
1115,2024-08-17,App,Centro,VIP,9,4,3.5,Todo funcionó como esperaba.
1116,2024-08-14,Sucursal,Oeste,Nuevo,7,4,3.3,Cumplió lo básico.
1117,2024-08-14,Call Center,Sur,Recurrente,6,3,4.5,El proceso fue confuso y lento.
1118,2024-08-13,Call Center,Norte,Nuevo,5,2,5.2,El proceso fue confuso y lento.
1119,2024-08-11,Web,Este,VIP,8,4,2.2,Ni bueno ni malo.
1120,2024-08-12,Web,Oeste,Nuevo,9,5,3.7,Todo funcionó como esperaba.
1121,2024-08-15,Sucursal,Oeste,Nuevo,7,4,1.1,Cumplió lo básico.
1122,2024-08-16,Web,Norte,Recurrente,7,4,3.4,Podría mejorar los tiempos de espera.
1123,2024-08-17,Call Center,Oeste,Nuevo,4,3,5.1,Tuve que esperar demasiado tiempo.
1124,2024-08-13,Web,Sur,Nuevo,7,4,2.7,Ni bueno ni malo.
1125,2024-08-13,Call Center,Centro,Recurrente,4,2,3.3,El proceso fue confuso y lento.
1126,2024-08-17,Call Center,Este,Nuevo,5,3,3.2,"Mala comunicación, muy frustrante."
1127,2024-08-14,Web,Oeste,Recurrente,9,5,3.6,"Excelente servicio, volvería a comprar."
1128,2024-08-19,Sucursal,Oeste,VIP,9,5,4.4,"Excelente servicio, volvería a comprar."
1129,2024-08-14,Web,Este,Recurrente,8,5,1.1,Podría mejorar los tiempos de espera.
1130,2024-08-15,App,Oeste,Recurrente,8,5,2.8,"El servicio estuvo bien, sin más."
1131,2024-08-15,Call Center,Sur,Recurrente,4,2,3.8,No resolvieron mi problema.
1132,2024-08-17,Call Center,Oeste,Nuevo,4,2,6.3,El proceso fue confuso y lento.
1133,2024-08-15,Sucursal,Norte,Nuevo,9,5,3.2,El equipo fue muy amable y claro.
1134,2024-08-18,App,Este,VIP,7,4,2.5,"El servicio estuvo bien, sin más."
1135,2024-08-21,App,Oeste,VIP,8,4,3.7,Podría mejorar los tiempos de espera.
1136,2024-08-19,Call Center,Sur,Nuevo,5,3,5.3,El proceso fue confuso y lento.
1137,2024-08-20,Web,Norte,Recurrente,8,4,3.9,Podría mejorar los tiempos de espera.
1138,2024-08-18,App,Norte,Recurrente,7,4,4.9,Podría mejorar los tiempos de espera.
1139,2024-08-17,Sucursal,Este,Nuevo,9,5,3.8,Gran experiencia de principio a fin.
1140,2024-08-18,Sucursal,Oeste,VIP,10,5,1.6,"Excelente servicio, volvería a comprar."
1141,2024-08-22,Web,Centro,Recurrente,7,4,3.3,Podría mejorar los tiempos de espera.
1142,2024-08-17,Call Center,Sur,VIP,5,4,3.4,"Mala comunicación, muy frustrante."
1143,2024-08-19,Sucursal,Norte,Nuevo,7,4,2.5,Podría mejorar los tiempos de espera.
1144,2024-08-22,Call Center,Oeste,Nuevo,5,3,3.4,"Mala comunicación, muy frustrante."
1145,2024-08-22,Call Center,Sur,Nuevo,4,2,2.8,El proceso fue confuso y lento.
1146,2024-08-20,Call Center,Norte,Nuevo,6,4,3.1,"Mala comunicación, muy frustrante."
1147,2024-08-18,Web,Este,Recurrente,7,4,3.8,Cumplió lo básico.
1148,2024-08-17,Call Center,Este,Nuevo,3,2,6.5,"Mala comunicación, muy frustrante."
1149,2024-08-19,App,Este,VIP,8,4,2,"El servicio estuvo bien, sin más."
1150,2024-08-21,Sucursal,Oeste,VIP,8,4,4,Cumplió lo básico.
1151,2024-08-22,App,Sur,VIP,7,4,3.9,Ni bueno ni malo.
1152,2024-08-24,App,Oeste,Recurrente,7,4,2.7,"El servicio estuvo bien, sin más."
1153,2024-08-22,App,Norte,VIP,9,4,1.4,"Muy buena atención, resolvieron rápido."
1154,2024-08-19,Web,Centro,Nuevo,7,4,1,Podría mejorar los tiempos de espera.
1155,2024-08-23,App,Centro,Recurrente,8,4,2.6,Ni bueno ni malo.
1156,2024-08-21,Call Center,Oeste,VIP,7,4,4.6,Cumplió lo básico.
1157,2024-08-22,Web,Oeste,Recurrente,9,5,3.4,Gran experiencia de principio a fin.
1158,2024-08-22,App,Oeste,Recurrente,8,5,4.7,Podría mejorar los tiempos de espera.
1159,2024-08-21,Call Center,Sur,Nuevo,5,3,5.5,Tuve que esperar demasiado tiempo.
1160,2024-08-23,Call Center,Este,VIP,5,3,3.6,"Mala comunicación, muy frustrante."
1161,2024-08-20,App,Oeste,VIP,10,5,4.1,"Excelente servicio, volvería a comprar."
1162,2024-08-23,Web,Sur,Nuevo,9,5,3.1,Todo funcionó como esperaba.
1163,2024-08-25,Web,Norte,Recurrente,7,3,4,Cumplió lo básico.
1164,2024-08-22,App,Centro,Recurrente,8,4,3.8,"El servicio estuvo bien, sin más."
1165,2024-08-23,Sucursal,Este,VIP,8,4,3.5,Cumplió lo básico.
1166,2024-08-21,Sucursal,Sur,VIP,10,5,4.2,"Excelente servicio, volvería a comprar."
1167,2024-08-26,Call Center,Oeste,Nuevo,5,4,4.2,Tuve que esperar demasiado tiempo.
1168,2024-08-26,Sucursal,Centro,VIP,8,4,4.2,Cumplió lo básico.
1169,2024-08-22,Web,Centro,Recurrente,8,4,1.6,Podría mejorar los tiempos de espera.
1170,2024-08-24,Sucursal,Sur,VIP,9,5,3.9,"Excelente servicio, volvería a comprar."
1171,2024-08-25,App,Norte,VIP,9,4,4.1,Todo funcionó como esperaba.
1172,2024-08-28,Sucursal,Este,VIP,9,4,3.2,"Excelente servicio, volvería a comprar."
1173,2024-08-27,Sucursal,Norte,VIP,8,5,2.3,Cumplió lo básico.
1174,2024-08-24,Sucursal,Oeste,Recurrente,9,5,2.2,"Muy buena atención, resolvieron rápido."
1175,2024-08-29,Sucursal,Centro,VIP,8,4,4.1,Podría mejorar los tiempos de espera.
1176,2024-08-28,App,Centro,Recurrente,9,5,4.9,Gran experiencia de principio a fin.
1177,2024-08-23,Sucursal,Centro,VIP,10,5,1.6,El equipo fue muy amable y claro.
1178,2024-08-23,Web,Centro,Nuevo,9,5,3.3,Todo funcionó como esperaba.
1179,2024-08-24,Sucursal,Este,VIP,9,4,2.8,Gran experiencia de principio a fin.
1180,2024-08-25,Sucursal,Centro,Recurrente,8,5,1.3,"El servicio estuvo bien, sin más."
1181,2024-08-30,App,Sur,VIP,8,4,3.7,"El servicio estuvo bien, sin más."
1182,2024-08-26,Web,Centro,Nuevo,8,5,3,Ni bueno ni malo.
1183,2024-08-29,Web,Centro,Recurrente,8,4,4.2,Cumplió lo básico.
1184,2024-08-27,Sucursal,Oeste,Recurrente,7,4,4.3,"El servicio estuvo bien, sin más."
1185,2024-08-28,Call Center,Sur,Nuevo,6,4,5.9,"Mala comunicación, muy frustrante."
1186,2024-08-27,Call Center,Sur,VIP,6,3,2.9,"Mala comunicación, muy frustrante."
1187,2024-08-26,App,Oeste,Recurrente,7,4,4.2,Ni bueno ni malo.
1188,2024-08-26,App,Centro,Nuevo,7,3,2.1,Podría mejorar los tiempos de espera.
1189,2024-08-31,Call Center,Norte,Nuevo,5,3,5.3,"Mala comunicación, muy frustrante."
1190,2024-09-01,App,Este,Recurrente,8,5,2.4,"El servicio estuvo bien, sin más."
1191,2024-08-27,App,Sur,Recurrente,8,4,3,Cumplió lo básico.
1192,2024-08-30,Sucursal,Centro,Recurrente,9,4,2.4,"Muy buena atención, resolvieron rápido."
1193,2024-08-30,Sucursal,Este,VIP,9,4,1.8,"Excelente servicio, volvería a comprar."
1194,2024-08-29,Sucursal,Sur,Recurrente,7,4,2.1,"El servicio estuvo bien, sin más."
1195,2024-09-02,Call Center,Oeste,Nuevo,5,3,5.8,"Pésima atención, no lo recomiendo."
1196,2024-09-01,Sucursal,Oeste,Recurrente,8,4,1.5,"El servicio estuvo bien, sin más."
1197,2024-08-28,Call Center,Oeste,Nuevo,5,3,4,El proceso fue confuso y lento.
1198,2024-08-29,App,Centro,Nuevo,8,4,4.5,Podría mejorar los tiempos de espera.
1199,2024-08-30,Web,Este,Nuevo,8,5,4.4,"El servicio estuvo bien, sin más."
1200,2024-09-01,Web,Norte,Nuevo,8,4,3.2,Ni bueno ni malo.
1201,2024-08-31,Web,Este,Nuevo,7,4,1.9,Ni bueno ni malo.
1202,2024-09-03,Call Center,Norte,VIP,6,4,3,No resolvieron mi problema.
1203,2024-08-31,Call Center,Norte,Nuevo,6,4,4.6,Tuve que esperar demasiado tiempo.
1204,2024-08-30,App,Norte,Recurrente,7,4,3.5,"El servicio estuvo bien, sin más."
1205,2024-08-31,Call Center,Centro,VIP,5,3,5.4,"Mala comunicación, muy frustrante."
1206,2024-08-30,Web,Centro,VIP,7,4,1.2,Ni bueno ni malo.
1207,2024-08-30,App,Este,Recurrente,9,4,4.5,Todo funcionó como esperaba.
1208,2024-08-31,App,Oeste,Nuevo,9,5,2.6,Gran experiencia de principio a fin.
1209,2024-09-05,Web,Centro,Nuevo,7,3,4.6,Podría mejorar los tiempos de espera.
1210,2024-08-31,Call Center,Este,VIP,5,3,5.1,No resolvieron mi problema.
1211,2024-09-02,Sucursal,Sur,VIP,9,4,4.5,Gran experiencia de principio a fin.
1212,2024-08-30,Web,Norte,VIP,10,5,4.3,El equipo fue muy amable y claro.
1213,2024-08-30,Web,Oeste,Nuevo,9,4,4,Gran experiencia de principio a fin.
1214,2024-09-06,App,Oeste,Nuevo,7,4,4.7,Podría mejorar los tiempos de espera.
1215,2024-09-04,Sucursal,Centro,VIP,10,5,3.2,Todo funcionó como esperaba.
1216,2024-09-04,App,Norte,Nuevo,8,4,4.7,Podría mejorar los tiempos de espera.
1217,2024-08-31,Call Center,Norte,Nuevo,6,3,3.6,"Mala comunicación, muy frustrante."
1218,2024-09-01,App,Este,Nuevo,9,5,4.4,Gran experiencia de principio a fin.
1219,2024-09-03,Web,Sur,Nuevo,9,4,4.6,"Excelente servicio, volvería a comprar."
1220,2024-09-06,App,Oeste,Nuevo,7,3,3.7,Podría mejorar los tiempos de espera.
1221,2024-09-05,App,Sur,Recurrente,9,5,2.8,Gran experiencia de principio a fin.
1222,2024-09-02,Web,Centro,Nuevo,7,4,2.7,Ni bueno ni malo.
1223,2024-09-06,App,Sur,Recurrente,8,4,4.6,Cumplió lo básico.
